,,,Non-indexed,,,Indexed,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_021.csv,11716,1848283,0.724871355,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_022.csv,11969,1599051,0.633929195,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_023.csv,13679,1865733,0.634527965,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_024.csv,7047,1135236,0.613544383,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_025.csv,16222,2020489,0.650456247,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_026.csv,8152,1305274,0.571238825,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_027.csv,9980,1700861,0.610256255,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_028.csv,18970,2676219,0.724701736,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_029.csv,6736,870269,0.536235942,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_030.csv,10737,1332176,0.565217955,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_031.csv,11945,1438662,0.593223373,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_032.csv,15474,2131639,0.653853059,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_033.csv,6087,1113274,0.580040428,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_034.csv,7949,1020462,0.463641691,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_035.csv,4688,798508,0.572919257,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_036.csv,7653,1257809,0.549560758,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_037.csv,8721,1095568,0.597695588,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_038.csv,16778,2571449,0.75071607,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_039.csv,7165,892891,0.621508188,,,,
small_datasets/diagonal_007.csv,small_datasets/gaussian_040.csv,14833,1780961,0.635135377,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_001.csv,4784,1932403,0.676432492,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_002.csv,2642,934244,0.578688929,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_003.csv,6014,1915814,0.715374289,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_004.csv,5455,2174211,0.695318033,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_005.csv,2857,1334351,0.57507213,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_006.csv,3285,1096477,0.550461883,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_007.csv,2136,1039195,0.600129634,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_008.csv,4526,1906984,0.672318248,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_009.csv,4266,1943929,0.66865523,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_010.csv,2190,912464,0.61328624,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_011.csv,5314,2015012,0.711643647,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_012.csv,2262,782390,0.467555825,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_013.csv,2756,1112366,0.650609185,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_014.csv,3834,1720859,0.669203509,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_015.csv,3053,956566,0.631662951,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_016.csv,2657,1208248,0.534819857,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_017.csv,3551,1386945,0.598477028,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_007.csv,6386,2591831,0.683895524,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_019.csv,2872,1132091,0.551360945,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_020.csv,5208,1698786,0.647090708,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_021.csv,5693,1988404,0.648057519,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_022.csv,2559,1041011,0.514203375,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_023.csv,2594,868907,0.576803346,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_024.csv,3008,1366366,0.511396417,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_025.csv,6732,2173943,0.637614625,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_026.csv,3728,1707891,0.614682563,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_027.csv,3199,1497617,0.640649629,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_028.csv,2649,944341,0.532287843,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_029.csv,2633,1076162,0.60812278,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_030.csv,4065,1860736,0.653500587,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_031.csv,5178,1700434,0.711824018,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_032.csv,4714,1621945,0.553602841,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_033.csv,3058,1281131,0.612963287,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_034.csv,3976,1759787,0.604206046,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_035.csv,2046,776165,0.620307937,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_036.csv,3419,1270195,0.603491468,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_037.csv,2626,979912,0.535218076,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_038.csv,4433,1323418,0.524034686,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_039.csv,6711,2036310,0.643300658,,,,
small_datasets/diagonal_007.csv,small_datasets/uniform_040.csv,4660,1685984,0.705016098,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_009.csv,72929,840427,0.563906727,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_010.csv,229591,2098930,0.691194605,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_011.csv,192554,2736956,0.723041482,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_012.csv,191712,2419338,0.785933198,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_013.csv,196554,1682489,0.727027701,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_014.csv,157166,1756061,0.656997962,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_015.csv,109903,1918319,0.709624387,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_016.csv,129749,1207024,0.662455499,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_008.csv,265526,3028295,0.824842399,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_018.csv,61943,1091707,0.5550702,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_019.csv,192660,1866382,0.713362138,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_020.csv,113320,2101027,0.652284376,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_008.csv,275450,2513215,0.833363914,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_022.csv,107726,1702609,0.637579737,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_023.csv,217264,2336673,0.758036808,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_024.csv,93204,1930216,0.742519419,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_025.csv,158223,1589731,0.770652813,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_026.csv,114301,1235241,0.685779217,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_027.csv,175768,2290866,0.664789156,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_028.csv,150783,2256786,0.701199549,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_008.csv,246722,2331540,0.75637248,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_030.csv,185994,1896609,0.673527485,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_031.csv,77181,1047341,0.551841311,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_032.csv,130798,2513774,0.646818013,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_033.csv,155761,2312314,0.807151898,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_034.csv,180288,1673648,0.64761003,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_035.csv,211244,2118581,0.709057638,,,,
small_datasets/diagonal_036.csv,small_datasets/diagonal_008.csv,217602,3158077,0.805517727,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_037.csv,41959,906355,0.579916092,,,,
small_datasets/diagonal_038.csv,small_datasets/diagonal_008.csv,301784,2528811,0.994625153,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_039.csv,130831,2239752,0.719768109,,,,
small_datasets/diagonal_008.csv,small_datasets/diagonal_040.csv,167036,2147464,0.725697253,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_001.csv,21300,2353922,0.621422993,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_002.csv,19389,2063032,0.600279202,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_003.csv,20355,2589903,0.743594984,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_004.csv,12865,1705651,0.586484853,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_005.csv,16091,1532351,0.613035367,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_006.csv,23443,2239526,0.649149311,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_007.csv,14260,1681914,0.636110099,,,,
small_datasets/gaussian_008.csv,small_datasets/diagonal_008.csv,28691,2849542,0.739503578,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_009.csv,22049,2248799,0.642445608,,,,
small_datasets/gaussian_010.csv,small_datasets/diagonal_008.csv,23511,3030951,0.671192486,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_011.csv,17517,2024630,0.628114303,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_012.csv,23730,2546880,0.637933662,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_013.csv,11936,1467306,0.626790198,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_014.csv,16433,1596645,0.713820796,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_015.csv,26598,2703170,0.614843188,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_016.csv,12180,1363213,0.601378974,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_017.csv,8669,987571,0.561619951,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_018.csv,18109,1957078,0.62480201,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_019.csv,16632,1707926,0.592371283,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_020.csv,12205,1570704,0.549147055,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_021.csv,18477,2206953,0.685765395,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_022.csv,17598,1854906,0.571809744,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_023.csv,20302,2154192,0.590199822,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_024.csv,10935,1379314,0.621960052,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_025.csv,22840,2297590,0.591189551,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_026.csv,12431,1526695,0.595317,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_027.csv,15380,2009536,0.640468466,,,,
small_datasets/gaussian_028.csv,small_datasets/diagonal_008.csv,27216,3040158,0.649666383,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_029.csv,9607,1005553,0.594467563,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_030.csv,15551,1524759,0.601421772,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_031.csv,16526,1628001,0.577791286,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_032.csv,22132,2419445,0.647168016,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_033.csv,9419,1301315,0.514587152,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_034.csv,11471,1167109,0.504119193,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_035.csv,7352,960134,0.487892237,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_036.csv,11333,1441644,0.496721087,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_037.csv,13062,1299797,0.537344763,,,,
small_datasets/gaussian_038.csv,small_datasets/diagonal_008.csv,24485,2939767,0.651862894,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_039.csv,10536,1051440,0.57133221,,,,
small_datasets/diagonal_008.csv,small_datasets/gaussian_040.csv,21804,2106389,0.634987097,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_001.csv,6650,2253902,0.544811963,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_002.csv,3850,1134058,0.471737877,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_003.csv,8874,2333728,0.671104418,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_004.csv,8117,2529836,0.627453793,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_005.csv,4336,1590348,0.605937512,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_006.csv,4700,1299874,0.506184638,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_007.csv,3193,1245812,0.515338853,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_008.csv,6865,2290867,0.58934261,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_009.csv,6392,2288610,0.695461665,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_010.csv,3343,1130258,0.615912533,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_011.csv,7570,2344356,0.543523711,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_012.csv,3264,948986,0.504760714,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_013.csv,4108,1377047,0.533712014,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_014.csv,5758,2042230,0.570038487,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_015.csv,4392,1187037,0.524904334,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_016.csv,4077,1412848,0.5071639,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_017.csv,5520,1712255,0.609927656,,,,
small_datasets/uniform_018.csv,small_datasets/diagonal_008.csv,9050,3041216,0.612577563,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_019.csv,3965,1322706,0.503785106,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_020.csv,7836,2088494,0.612999217,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_021.csv,8170,2318235,0.61803366,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_022.csv,3820,1262632,0.600454498,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_023.csv,3659,1032212,0.540575011,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_024.csv,4547,1596167,0.610785128,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_025.csv,9395,2542987,0.637258542,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_026.csv,5664,2005890,0.599813647,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_027.csv,4800,1747701,0.628898397,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_028.csv,3820,1169779,0.539281968,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_029.csv,3849,1249793,0.509737342,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_030.csv,6205,2225475,0.56847035,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_031.csv,7530,2071201,0.536857537,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_032.csv,6522,1931221,0.587237199,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_033.csv,4741,1543001,0.588218766,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_034.csv,5981,2063490,0.535431415,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_035.csv,3061,965261,0.545061667,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_036.csv,4793,1481844,0.577145388,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_037.csv,3779,1183517,0.515237695,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_038.csv,6418,1539641,0.56579716,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_039.csv,9258,2377927,0.55572205,,,,
small_datasets/diagonal_008.csv,small_datasets/uniform_040.csv,6603,1965318,0.54576865,,,,
small_datasets/diagonal_010.csv,small_datasets/diagonal_009.csv,46726,587453,0.532644191,,,,
small_datasets/diagonal_011.csv,small_datasets/diagonal_009.csv,42553,816797,0.512517373,,,,
small_datasets/diagonal_012.csv,small_datasets/diagonal_009.csv,40206,711282,0.452074637,,,,
small_datasets/diagonal_013.csv,small_datasets/diagonal_009.csv,40985,493987,0.443606514,,,,
small_datasets/diagonal_014.csv,small_datasets/diagonal_009.csv,33108,515322,0.450641651,,,,
small_datasets/diagonal_015.csv,small_datasets/diagonal_009.csv,23084,578513,0.379157872,,,,
small_datasets/diagonal_016.csv,small_datasets/diagonal_009.csv,26894,346487,0.375714337,,,,
small_datasets/diagonal_017.csv,small_datasets/diagonal_009.csv,57242,912022,0.52350389,,,,
small_datasets/diagonal_018.csv,small_datasets/diagonal_009.csv,12687,325473,0.325698948,,,,
small_datasets/diagonal_019.csv,small_datasets/diagonal_009.csv,39310,523864,0.443766269,,,,
small_datasets/diagonal_020.csv,small_datasets/diagonal_009.csv,24569,613690,0.47391612,,,,
small_datasets/diagonal_021.csv,small_datasets/diagonal_009.csv,56237,718315,0.570026327,,,,
small_datasets/diagonal_022.csv,small_datasets/diagonal_009.csv,23274,495329,0.418964593,,,,
small_datasets/diagonal_023.csv,small_datasets/diagonal_009.csv,45291,690264,0.524917423,,,,
small_datasets/diagonal_024.csv,small_datasets/diagonal_009.csv,19579,554668,0.463649589,,,,
small_datasets/diagonal_025.csv,small_datasets/diagonal_009.csv,32783,466804,0.435493653,,,,
small_datasets/diagonal_026.csv,small_datasets/diagonal_009.csv,23119,370713,0.33635493,,,,
small_datasets/diagonal_027.csv,small_datasets/diagonal_009.csv,36612,674381,0.521741888,,,,
small_datasets/diagonal_028.csv,small_datasets/diagonal_009.csv,30025,668669,0.463215337,,,,
small_datasets/diagonal_029.csv,small_datasets/diagonal_009.csv,51023,659504,0.531398016,,,,
small_datasets/diagonal_030.csv,small_datasets/diagonal_009.csv,38989,560667,0.419018148,,,,
small_datasets/diagonal_031.csv,small_datasets/diagonal_009.csv,15650,295525,0.318050722,,,,
small_datasets/diagonal_032.csv,small_datasets/diagonal_009.csv,27270,756122,0.488169821,,,,
small_datasets/diagonal_033.csv,small_datasets/diagonal_009.csv,32041,666476,0.577172672,,,,
